text,old_EV,new_EV,EV_reason,old_AS,new_AS,AS_reason,changed
Kirana shop owners will invest time learning digital inventory management despite demanding daily business schedules. Small retailers will see sufficient value ,0,0,Claims about owner behavior and value perception stated without research or data support.,1,0,"Prerequisites for success (time availability, perceived value) are asserted as facts, not acknowledged as assumptions.",YES
Our solution will bridge the urban-rural healthcare divide permanently,0,0,"Claim asserted without supporting data, research, or prior work cited.",0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
"Families will use the water filter consistently if the taste of treated water is acceptable. Taste testing showed 85% preferred filtered water. However, mainten",1,1,Taste testing with 85% preference result cited.,1,1,Explicitly states maintenance requirement and cost dependency.,
Rose farmers face Botrytis blight during humid conditions destroying exportable flowers. Greenhouse cultivation controls humidity reducing fungal disease. Our p,1,1,Cites export quality assessment finding: 88% grade standard met.,1,1,Explicitly states assumption: farmers will invest in protected cultivation structures.,
"We assume district hospital will provide referral services for complications. Our maternal health programme covers 3,000 women annually in Odisha's Rayagada dis",0,0,Programme scale alone; no outcome or finding reported.,1,1,Explicitly states assumption about district hospital referral services.,
The tuberculosis programme achieved 94% treatment completion rate compared to 76% district average. Government NIKSHAY system data cross-verified programme outc,1,1,"Cites specific data: 94% completion rate, 76% district average, NIKSHAY system verification, lab-confirmed cure rates.",0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties for design success.",
This tool will make vaccine registration easier for rural health workers,0,0,"Claim asserted without supporting data, research, or observations.",0,0,"No explicit statement of dependencies, conditions, or acknowledged uncertainties.",
Hostel canteen queues are long. Pre-ordering through our app is the solution.,0,0,"Claims long queues without data, research, or observation cited.",0,0,No explicit assumptions named; dependencies unstated.,
Families will segregate waste according to the guidelines provided.,0,0,"Claim asserted without research, observation, or data support.",1,0,"No explicit statement of conditions, dependencies, or uncertainties named.",YES
Unemployment among engineering graduates is a national crisis. Our job matching algorithm was developed using placement data from one college.,0,1,References placement data from one college as basis for algorithm development.,0,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
Senior citizens living alone in Pune need daily check-in platforms when family members living elsewhere worry about welfare but phone calls feel intrusive and c,1,1,Pilot with 178 seniors; 47% anxiety reduction reported.,1,1,Explicitly states seniors need basic smartphone capability; acknowledges check-in alone insufficient for health emergenc,
Students lack study space. Our campus booking app helps find seats.,0,0,"Claim stated without research, data, or observation cited.",0,0,"No explicit conditions, dependencies, or limitations named.",
"The fisheries programme will transform livelihoods for 50,000 traditional fishing families. Sustainable harvesting practices maintain fish stocks. Value chain i",0,0,"Scale stated (50,000 families) without outcome data. No research, findings, or prior results cited.",1,0,"No explicit dependencies, conditions, or uncertainties named. Claims presented as facts.",YES
Street vendors will register on our platform once they understand the benefits of digital payments. The onboarding process requires Aadhaar verification and ban,0,0,Claims vendor behavior without research or data support.,1,1,"Explicitly names requirements: Aadhaar verification, bank account linking needed.",
The regional content platform serves Tamil medium students at government higher secondary schools in rural districts. Our materials cover physics and chemistry ,0,0,"No research, data, or findings cited; only assertions about scope and target.",1,1,Explicitly states two assumptions: smartphone access and daily study time availability.,
